id,description,calories,protein_grams_per_hundred,carbs_grams_per_hundred,fat_grams_per_hundred
67205000,"Orange juice, baby food",45,0.6,10.2,0.3
67211000,"Orange-apple-banana juice, baby food",47,0.4,11.5,0.1
67212000,"Pear juice, baby food",43,0,11.86,0
67230000,"Apple-sweet potato juice, baby food",47,0.3,11.4,0.1
67230500,"Orange-carrot juice, baby food",43,0.5,9.9,0.1
67250100,"Banana juice with lowfat yogurt, baby food",86,2.5,17.54,0.8
67250150,"Mixed fruit juice with lowfat yogurt, baby food",74,2.4,14.68,0.8
67260000,"Fruit juice and water drink, with high vitamin C and added calcium, baby food",29,0,7.35,0
67304000,"Plums, baby food, NS as to strained or junior",72,0.1,20.1,0
67304010,"Plums, baby food, strained",71,0.1,19.7,0
67304020,"Plums, baby food, junior",74,0.1,20.5,0
67304030,"Plums, bananas, and rice, baby food strained",57,1.1,12.7,0.3
67304500,"Prunes with oatmeal, baby food, strained",69,0.6,18.5,0.1
67307000,"Apricots, baby food, NS as to strained or junior",62,0.3,16.8,0
67307010,"Apricots, baby food, strained",60,0.3,16.3,0
67307020,"Apricots, baby food, junior",63,0.3,17.3,0
67308000,"Bananas, baby food, NS as to strained or junior",62,0.4,16.55,0.15
67308020,"Bananas, baby food, junior",67,0.4,17.8,0.2
67309000,"Bananas and pineapple, baby food, NS as to strained or junior",66,0.2,18.1,0.05
67309010,"Bananas and pineapple, baby food, strained",65,0.2,17.8,0
67309020,"Bananas and pineapple, baby food, junior",68,0.2,18.4,0.1
67309030,"Bananas and strawberry, baby food, junior",109,0.71,25.78,0.37
67404000,"Fruit dessert, baby food, NS as to strained or junior",61,0.3,16.6,0
67404010,"Fruit dessert, baby food, strained",59,0.3,16,0
67404020,"Fruit dessert, baby food, junior",63,0.3,17.2,0
67404050,"Fruit Supreme dessert, baby food",73,0.5,17.18,0.2
67404070,"Apple yogurt dessert, baby food, strained",93,0.8,19.5,1.6
67404110,"Banana apple dessert, baby food, strained",68,0.3,16.3,0.2
67404300,"Blueberry yogurt dessert, baby food, strained",77,0.5,17.05,0.7
67404500,"Mixed fruit yogurt dessert, baby food, strained",75,0.8,16.23,0.8
67404550,"Cherry cobbler, baby food, junior",78,0.3,19.2,0.1
67405000,"Peach cobbler, baby food, NS as to strained or junior",66,0.3,18.05,0
67405010,"Peach cobbler, baby food, strained",65,0.3,17.8,0
67405020,"Peach cobbler, baby food, junior",67,0.3,18.3,0
67408010,"Banana pudding, baby food, strained",68,1,14.14,0.8
67408500,"Banana yogurt dessert, baby food, strained",78,1.1,17.35,0.52
67410000,"Cherry vanilla pudding, baby food, strained",68,0.2,18.1,0.25
67412000,"Dutch apple dessert, baby food, NS as to strained or junior",77,0.2,19.46,0.28
67412010,"Dutch apple dessert, baby food, strained",75,0.2,19.74,0.4
67412020,"Dutch apple dessert, baby food, junior",79,0.2,19.18,0.16
67413700,"Peach yogurt dessert, baby food, strained",77,0.9,17.6,0.18
67414010,"Pineapple dessert, baby food, strained",81,1.3,20.3,0.3
67414100,"Mango dessert, baby food",70,0.3,19,0.2
67415000,"Tutti-fruitti pudding, baby food, NS as to strained or junior",68,0.4,15.74,0.35
67415010,"Tutti-fruitti pudding, baby food, strained",66,0.4,15.48,0.3
67415020,"Tutti-fruitti pudding, baby food, junior",69,0.4,16,0.4
67430000,"Fruit flavored snack, baby food",347,0,86.68,0.02
67430500,"Yogurt and fruit snack, baby food",380,14.29,71.82,4
67501000,"Apples and chicken, baby food, strained",65,2.16,10.88,1.38
67501100,"Apples with ham, baby food, strained",62,2.6,10.9,0.9
67600100,"Apples and sweet potatoes, baby food, strained",64,0.3,15.3,0.22
71000100,"Potato, NFS",125,1.87,20.45,4.24
71100100,"Potato, baked, NFS",93,1.95,21.45,0.1
71101000,"Potato, baked, peel not eaten",93,1.95,21.45,0.1
71102980,"Potato, boiled, NFS",125,1.87,20.45,4.24
71102990,"Potato, boiled, ready-to-heat",125,1.87,20.45,4.24
71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",125,1.87,20.45,4.24
71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",93,1.95,21.46,0.1
71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",125,1.87,20.45,4.24
71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",130,1.86,20.45,4.84
71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",122,1.9,20.45,3.94
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",116,1.87,20.48,3.18
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",125,2.39,20.08,4.27
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",125,2.39,20.08,4.27
71103125,"Potato, boiled, from fresh,  peel eaten, no addded fat",93,2.49,21.07,0.13
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",130,2.37,20.07,4.87
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",122,2.41,20.07,3.97
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",116,2.38,20.1,3.21
71103300,"Potato, canned, NS as to fat",94,1.34,12.91,4.33
71103310,"Potato, canned, fat added, NS as to fat type",94,1.34,12.91,4.33
71103320,"Potato, canned, no added fat",60,1.39,13.55,0.2
71104030,"Potato, roasted, NFS",125,1.87,20.45,4.24
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",125,2.39,20.08,4.27
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",93,2.49,21.07,0.13
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",125,2.39,20.08,4.27
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",130,2.37,20.07,4.87
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",122,2.41,20.07,3.97
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",116,2.38,20.1,3.21
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",125,1.87,20.45,4.24
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",125,1.87,20.45,4.24
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",93,1.95,21.46,0.1
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",130,1.86,20.45,4.84
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",122,1.9,20.45,3.94
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",116,1.87,20.48,3.18
71104200,"Potato, roasted, ready-to-heat",125,1.87,20.45,4.24
71106000,"Stewed potatoes, Puerto Rican style",114,2.1,18.76,3.72
71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",85,1.7,19.89,0.1
71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",74,2.46,14.45,0.93
71106050,"Potato from Puerto Rican beef stew, with gravy",74,2.46,14.45,0.93
71106070,"Potato from Puerto Rican chicken fricassee, with sauce",72,1.34,14.62,1.02
71200010,"Potato chips, NFS",532,6.39,53.83,33.98
71200100,"Potato chips, plain",532,6.39,53.83,33.98
71200110,"Potato chips, barbecue flavored",487,6.51,55.92,31.06
71200120,"Potato chips, sour cream and onion flavored",487,6.51,55.92,31.06
71200130,"Potato chips, cheese flavored",487,6.51,55.92,31.06
71200140,"Potato chips, other flavored",487,6.51,55.92,31.06
71200200,"Potato chips, ruffled, plain",532,6.39,53.83,33.98
71200210,"Potato chips, ruffled, barbecue flavored",487,6.51,55.92,31.06
71200220,"Potato chips, ruffled, sour cream and onion flavored",487,6.51,55.92,31.06
71200230,"Potato chips, ruffled, cheese flavored",487,6.51,55.92,31.06
71200240,"Potato chips, ruffled, other flavored",487,6.51,55.92,31.06
71200300,"Potato chips, restructured, plain",543,4.61,55.21,35.17
71200310,"Potato chips, restructured, flavored",542,4.59,55.05,35.07
71200400,"Potato chips, baked, plain",469,5,71.4,18.2
71200410,"Potato chips, baked, flavored",467,4.97,71.04,18.11
71201050,"Potato chips, reduced fat",482,7.03,67.13,20.59
71201060,"Potato chips, fat free",482,7.03,67.13,20.59
71201200,"Potato chips, restructured, reduced fat, lightly salted",502,4.56,64.76,26.14
71201210,"Potato chips, restructured, fat free",502,4.56,64.76,26.14
71202000,"Potato chips, unsalted",537,6.25,59.66,30.3
71202100,"Potato chips, reduced fat, unsalted",487,7.1,67.8,20.8
71202500,"Potato chips, lightly salted",559,6.71,53.43,35.32
71202510,"Potato chips, restructured, lightly salted",559,6.71,53.43,35.32
71203010,"Potato chips, popped, plain",469,5,71.4,18.2
71203020,"Potato chips, popped, flavored",467,4.97,71.04,18.11
71203030,"Potato chips, popped, NFS",469,5,71.4,18.2
71205020,"Potato sticks, plain",522,6.7,53.3,34.4
71205030,"Potato sticks, flavored",517,6.63,52.77,34.06
71205040,"Potato sticks, fry shaped",517,6.63,52.77,34.06
71220000,Vegetable chips,495,4.72,59.2,26.56
71305015,"Potato, scalloped, NFS",167,7.12,13.5,9.57
71305020,"Potato, scalloped, from fast food or restaurant",205,6.65,12.97,14.29
71305030,"Potato, scalloped, from fresh",167,7.12,13.5,9.57
71305040,"Potato, scalloped, from fresh, with meat",172,7.44,12.87,10.29
71305050,"Potato, scalloped, from dry mix",168,6.9,13.53,9.72
71305060,"Potato, scalloped, from dry mix, with meat",166,7.29,13.1,9.53
71305070,"Potato, scalloped, ready-to-heat",177,6.79,13.3,10.9
71305080,"Potato, scalloped, ready-to-heat, with meat",181,7.09,12.72,11.5
71400990,"Potato, french fries, NFS",224,2.5,23.23,14.07
71401000,"Potato, french fries, NS as to fresh or frozen",224,2.5,23.23,14.07
71401010,"Potato, french fries, from fresh, fried",196,1.93,18.5,13.1
71401015,"Potato, french fries, from fresh, baked",164,2.02,19.34,9.16
71401020,"Potato, french fries, from frozen, baked",158,2.75,25.55,5.48
71401030,"Potato, french fries, fast food",312,3.43,41.44,14.73
71401031,"Potato, french fries, restaurant",289,3.49,37.2,14.04
71401032,"Potato, french fries, from frozen, fried",224,2.5,23.23,14.07
71401033,"Potato, french fries, school",164,2.02,19.34,9.16
71401039,"Potato, french fries, with cheese, fast food / restaurant",259,3.36,29.69,14.13
71401041,"Potato, french fries, with cheese, school",180,4.55,17.67,10.29
71401045,"Potato, french fries, with chili, fast food / restaurant",241,4.25,31.58,10.81
71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",220,3.99,25.41,11.38
71402500,"Potato, french fries, with cheese",259,3.36,29.69,14.13
71402510,"Potato, french fries, with chili and cheese",220,3.99,25.41,11.38
71402520,"Potato, french fries, with chili",241,4.25,31.58,10.81
71403020,"Potato, home fries, NFS",195,1.92,18.4,13.03
71403030,"Potato, home fries, from restaurant / fast food",213,1.87,17.91,15.2
71403040,"Potato, home fries, from fresh",183,1.96,18.76,11.52
71403050,"Potato, home fries, ready-to-heat",195,1.92,18.4,13.03
71403500,"Potato, home fries, with vegetables",171,1.73,15.6,11.77
71404000,"Potato, hash brown, NFS",217,2.62,28.23,11.48
71404010,"Potato, hash brown, from fast food",272,2.58,28.88,17.04
71404020,"Potato, hash brown, from fast food, with cheese",295,6.03,24.47,19.87
71404030,"Potato, hash brown, from restaurant",272,2.58,28.88,17.04
71404040,"Potato, hash brown, from restaurant, with cheese",295,6.03,24.47,19.87
71404050,"Potato, hash brown, from school lunch",218,2.64,28.4,11.54
71405010,"Potato, hash brown, from fresh",189,1.94,18.57,12.27
71405019,"Potato, hash brown, from fresh, with cheese",221,5.1,16.18,15.49
71405030,"Potato, hash brown, from dry mix",217,2.62,28.23,11.48
71405040,"Potato, hash brown, ready-to-heat",217,2.62,28.23,11.48
71405050,"Potato, hash brown, ready-to-heat, with cheese",248,6.04,23.96,15.2
71410000,Potato skins without topping,150,2.12,19.53,7.45
71410500,"Potato skins, with cheese",198,6.07,16.34,12.4
71411000,"Potato skins, with cheese and bacon",214,7.64,15.52,13.68
71411100,"Potato skins, NFS",198,6.07,16.34,12.4
71501000,"Potato, mashed, NFS",113,2.15,17.6,4.06
71501005,"Potato, mashed, from fast food",89,1.65,14.65,2.82
71501006,"Potato, mashed, from fast food, with gravy",81,1.46,12.78,2.78
71501007,"Potato, mashed, ready-to-heat",106,1.97,13.29,5.01
71501010,"Potato, mashed, from fresh, made with milk",113,2.15,17.6,4.06
71501011,"Potato, mashed, from fresh, made with milk, with cheese",145,4.41,15.98,7.26
71501012,"Potato, mashed, from fresh, made with milk, with gravy",100,1.86,15.14,3.77
71501013,"Potato, mashed, from fresh, NFS",113,2.15,17.6,4.06
71501016,"Potato, mashed, from restaurant",137,2.07,16.77,7.18
71501017,"Potato, mashed, from restaurant, with gravy",119,1.8,14.48,6.27
71501018,"Potato, mashed, from school lunch",77,2.14,13.2,1.89
71501035,"Potato, mashed, from dry mix, NFS",116,2.05,12.63,6.66
71501040,"Potato, mashed, from dry mix, made with milk",116,2.05,12.63,6.66
71501045,"Potato, mashed, from dry mix, made with milk, with cheese",148,4.32,11.54,9.59
71501054,"Potato, mashed, from dry mix, made with milk, with gravy",103,1.78,11.16,5.86
71501061,"Potato, mashed, ready-to-heat, NFS",106,1.97,13.29,5.01
71501071,"Potato, mashed, ready-to-heat, with cheese",138,4.26,12.13,8.12
71501075,"Potato, mashed, ready-to-heat, with gravy",94,1.72,11.69,4.53
71503010,Potato patty,170,3.89,13.4,11.22
71505000,"Potato tots, NFS",236,1.9,24.4,15.46
71505010,"Potato tots, fast food / restaurant",236,1.89,24.31,15.4
71505020,"Potato tots, school",164,2.02,19.34,9.16
71505030,"Potato tots, from fresh, fried or baked",236,1.9,24.4,15.46
71505040,"Potato tots, frozen, baked",187,2.03,26.1,9.17
71505050,"Potato tots, frozen, fried",236,1.9,24.4,15.46
71505060,"Potato tots, frozen, NS as to fried or baked",236,1.9,24.4,15.46
71507005,"Potato, baked, peel not eaten, with butter",124,1.9,20.39,4.13
71507010,"Potato, baked, peel not eaten, with sour cream",130,1.95,18.96,5.51
71507020,"Potato, baked, peel not eaten, with cheese",152,3.61,17.67,7.73
71507025,"Potato, baked, peel not eaten, with meat",159,4.27,17.32,8.33
71507030,"Potato, baked, peel not eaten, with chili",142,4.04,17.97,6.18
71507035,"Potato, baked, peel not eaten, with vegetables",141,3.68,18.09,6.3
71508001,"Potato, baked, peel eaten",93,2.49,21.05,0.13
71508005,"Potato, baked, peel eaten, with butter",124,2.41,20.01,4.16
71508010,"Potato, baked, peel eaten, with sour cream",130,2.41,18.62,5.54
71508020,"Potato, baked, peel eaten, with cheese",152,4.04,17.36,7.76
71508025,"Potato, baked, peel eaten, with meat",159,4.69,17.02,8.35
71508030,"Potato, baked, peel eaten, with chili",142,4.43,17.68,6.2
71508035,"Potato, baked, peel eaten, with vegetables",141,4.12,17.76,6.32
71600950,"Potato salad with egg, from restaurant",175,3.04,15.36,11.35
71601010,"Potato salad with egg, made with mayonnaise",157,1.96,16.18,9.4
71601015,"Potato salad with egg, made with light mayonnaise",111,2.72,15.12,4.46
71601020,"Potato salad with egg, made with mayonnaise-type salad dressing",112,2.77,15.9,4.32
71601025,"Potato salad with egg, made with light mayonnaise-type salad dressing",111,2.72,15.12,4.46
71601030,"Potato salad with egg, made with creamy dressing",142,2.94,14.88,7.91
71601035,"Potato salad with egg, made with light creamy dressing",102,2.96,15.01,3.46
71601040,"Potato salad with egg, made with Italian dressing",113,2.81,15.8,4.42
71601045,"Potato salad with egg, made with light Italian dressing",94,2.8,15.48,2.35
71601050,"Potato salad with egg, made with any type of fat free dressing",89,2.67,15.99,1.74
71602010,"Potato salad, German style",108,2.92,17.16,3.22
71602950,"Potato salad, from restaurant",178,1.73,17.32,11.45
71603010,"Potato salad, made with mayonnaise",168,1.52,15.8,11.14
71603015,"Potato salad, made with light mayonnaise",105,1.42,16.96,3.65
71603020,"Potato salad, made with mayonnaise-type salad dressing",106,1.47,17.85,3.49
71603025,"Potato salad, made with light mayonnaise-type salad dressing",105,1.42,16.96,3.65
71603030,"Potato salad, made with creamy dressing",140,1.59,16.79,7.53
71603035,"Potato salad, made with light creamy dressing",95,1.62,16.94,2.47
71603040,"Potato salad, made with Italian dressing",108,1.44,17.85,3.56
71603045,"Potato salad, made with light Italian dressing",85,1.44,17.48,1.2
71603050,"Potato salad, made with any type of fat free dressing",81,1.38,17.93,0.58
71701000,Potato pancake,194,4.48,20.56,10.71
71701500,Lefse (Norwegian),217,4.22,36.12,6.16
71703990,Stewed potatoes,114,1.84,19.91,3.22
71704000,Stewed potatoes with tomatoes,94,1.61,15.4,3.17
71801000,"Potato soup, NS as to made with milk or water",50,1.6,7.67,1.45
71801010,"Potato soup, cream of, prepared with milk",62,2.42,8.83,1.94
71801020,"Potato soup, prepared with water",38,0.77,6.49,0.95
71801100,Potato and cheese soup,74,2.74,8.54,3.36
71803010,Potato chowder,90,3.92,8.59,4.57
71851010,"Plantain soup, Puerto Rican style",40,2.33,7.15,0.47
71900100,"Plantain, cooked, no added fat",122,1.3,31.8,0.35
71900200,"Plantain, cooked with oil",144,1.26,30.87,3.24
71905000,"Ripe plantain, raw",122,1.3,31.89,0.35
71905008,"Plantain, cooked, fat added, NS as to fat type",141,1.27,30.88,2.88
71905100,"Plantain, cooked with butter or margarine",137,1.27,30.88,2.51
71905410,Plantain chips,531,2.28,63.84,29.59
71910110,"Green banana, cooked in salt water",122,1.3,31.8,0.35
71910210,"Green banana, fried",144,1.26,30.87,3.24
71930120,"Cassava, cooked",191,1.42,39.62,3.02
71930190,Yuca fries,267,1.24,34.72,13.94
71930200,"Casabe, cassava bread",299,2.54,71.22,0.52
71945010,"Yam, cooked, Puerto Rican",116,1.49,27.4,0.14
71945020,Yam buns; Puerto Rican style,301,3.47,29.77,19
71950010,"Tannier, cooked",141,1.57,27.55,2.94
71961010,"Celeriac, cooked",68,1.57,9.58,3.04
71962020,"Dasheen, cooked",141,1.57,27.55,2.94
71962040,"Taro, cooked",141,1.57,27.55,2.94
71970200,Fufu,166,1.5,33.59,2.98
71980100,Poi,120,1.61,28.45,0.22
71980200,Taro chips,498,2.3,68.1,24.9
72101100,"Beet greens, raw",22,2.2,4.33,0.13
72101220,"Beet greens, cooked",47,2.3,4.51,2.86
72103000,"Broccoli raab, raw",22,3.17,2.85,0.49
72103030,"Broccoli raab, cooked",46,3.2,2.88,3.14
72104100,"Chard, raw",19,1.8,3.74,0.2
72104220,"Chard, cooked",44,1.88,3.9,2.94
72107100,"Collards, raw",32,3.02,5.42,0.61
72107211,"Collards, fresh, cooked, no added fat",34,3.24,5.81,0.65
72107212,"Collards, frozen, cooked, no added fat",36,2.96,7.08,0.41
72107213,"Collards, canned, cooked, no added fat",19,1.35,2.79,0.3
72107220,"Collards, NS as to form, cooked",57,3.15,5.65,3.36
72107221,"Collards, fresh, cooked, fat added, NS as to fat type",57,3.15,5.65,3.36
72107222,"Collards, frozen, cooked, fat added, NS as to fat type",57,2.88,6.88,2.93
72107223,"Collards, canned, cooked, fat added, NS as to fat type",41,1.32,2.71,2.81
72107227,"Collards, fresh, cooked with oil",61,3.14,5.64,3.76
72107228,"Collards, fresh, cooked with butter or margarine",54,3.16,5.65,2.97
72107230,"Collards, frozen, cooked with oil",61,2.88,6.87,3.3
72107231,"Collards, frozen, cooked with butter or margarine",54,2.89,6.88,2.57
72107233,"Collards, canned, cooked with oil",44,1.31,2.71,3.18
72107234,"Collards, canned, cooked with butter or margarine",37,1.33,2.72,2.45
72110100,"Cress, raw",32,2.6,5.5,0.7
72110221,"Cress, cooked",57,2.72,5.73,3.46
72113100,"Dandelion greens, raw",45,2.7,9.2,0.7
72113220,"Dandelion greens, cooked",71,2.82,9.58,3.46
72116000,"Romaine lettuce, raw",15,1.36,2.87,0.15
72116150,"Caesar salad, with romaine, no dressing",74,4.23,6.78,3.57
72116220,"Escarole, cooked",37,1.12,2.98,2.71
72118211,"Greens, fresh, cooked, no added fat",34,2.97,5.16,0.97
72118212,"Greens, frozen, cooked, no added fat",34,2.92,5.75,0.71
72118213,"Greens, canned, cooked, no added fat",19,1.35,2.79,0.3
72118220,"Greens, NS as to form, cooked",54,2.89,5.02,3.4
72118221,"Greens, fresh, cooked, fat added",54,2.89,5.02,3.4
72118222,"Greens, frozen, cooked, fat added",55,2.84,5.59,3.23
72118223,"Greens, canned, cooked, fat added",41,1.32,2.71,2.81
72119190,"Kale, raw",35,2.92,4.42,1.49
72119211,"Kale, fresh, cooked, no added fat",38,3.13,4.74,1.6
72119212,"Kale, frozen, cooked, no added fat",36,2.93,5.28,1.21
72119213,"Kale, canned, cooked, no added fat",19,1.35,2.79,0.3
72119220,"Kale, NS as to form, cooked",61,3.05,4.61,4.28
72119221,"Kale, fresh, cooked, fat added",61,3.05,4.61,4.28
72119222,"Kale, frozen, cooked, fat added",57,2.85,5.14,3.71
72119223,"Kale, canned, cooked, fat added",41,1.32,2.71,2.81
72120220,"Lambsquarter, cooked",53,3.11,4.85,3.21
72121211,"Mustard cabbage, cooked",38,1.57,2.28,2.94
72122100,"Mustard greens, raw",27,2.86,4.67,0.42
72122211,"Mustard greens, fresh, cooked, no added fat",29,3.07,5.01,0.45
72122212,"Mustard greens, frozen, cooked, no added fat",19,2.26,3.1,0.25
72122213,"Mustard greens, canned, cooked, no added fat",19,1.35,2.79,0.3
72122220,"Mustard greens, NS as to form, cooked",52,2.99,4.87,3.16
72122221,"Mustard greens, fresh, cooked, fat added",52,2.99,4.87,3.16
72122222,"Mustard greens, frozen, cooked, fat added",41,2.21,3.02,2.78
72122223,"Mustard greens, canned, cooked, fat added",41,1.32,2.71,2.81
72123020,"Poke greens, cooked",42,2.24,3.01,2.92
72124100,"Radicchio, raw",23,1.43,4.48,0.25
72125100,"Spinach, raw",23,2.86,3.63,0.39
72125211,"Spinach, fresh, cooked, no added fat",27,3.36,4.26,0.46
72125212,"Spinach, frozen, cooked, no added fat",34,4,4.79,0.87
72125213,"Spinach, canned, cooked, no added fat",23,2.81,3.4,0.5
72125217,"Spinach, fresh, cooked with oil",56,3.26,4.13,3.86
72125218,"Spinach, fresh, cooked with butter or margarine",49,3.28,4.15,3
72125220,"Spinach, NS as to form, cooked",53,3.27,4.14,3.43
72125221,"Spinach, fresh, cooked, fat added, NS as to fat type",53,3.27,4.14,3.43
72125222,"Spinach, frozen, cooked, fat added, NS as to fat type",55,3.89,4.65,3.38
72125223,"Spinach, canned, cooked, fat added, NS as to fat type",45,2.74,3.31,3.03
72125224,"Spinach, frozen, cooked with oil",59,3.88,4.65,3.75
72125225,"Spinach, frozen, cooked with butter or margarine",52,3.9,4.66,3.01
72125227,"Spinach, canned, cooked with oil",48,2.73,3.3,3.4
72125228,"Spinach, canned, cooked with butter or margarine",42,2.74,3.31,2.66
72125230,"Spinach, creamed",86,2.48,6.65,6.03
72125240,Spinach souffle,126,5.7,7.1,8.49
72125260,Spinach and cheese casserole,129,7.02,9.91,7.44
72125310,Palak Paneer,97,5.22,4.31,6.99
72125500,Channa Saag,85,4.07,9.54,4.17
72126001,"Taro leaves, cooked",68,5.19,6.98,3.5
72127001,"Thistle leaves, cooked",57,2.72,5.73,3.46
72128211,"Turnip greens, fresh, cooked, no added fat",20,1.14,4.35,0.23
72128212,"Turnip greens, frozen, cooked, no added fat",29,3.34,4.96,0.42
72128213,"Turnip greens, canned, cooked, no added fat",19,1.35,2.79,0.3
72128220,"Turrnip greens, NS as to form, cooked",42,1.11,4.23,2.76
72128221,"Turnip greens, fresh, cooked, fat added",42,1.11,4.23,2.76
72128222,"Turnip greens, frozen, cooked, fat added",51,3.25,4.83,2.94
72128223,"Turnip greens, canned, cooked, fat added",41,1.32,2.71,2.81
72128237,"Turnip greens, canned, reduced sodium, cooked, no added fat",19,1.36,2.81,0.3
72128238,"Turnip greens, canned, reduced sodium, cooked, fat added",41,1.33,2.73,2.84
72130100,"Watercress, raw",11,2.3,1.29,0.1
72130201,"Watercress, cooked",36,2.4,1.35,2.83
72132201,"Bitter melon, horseradish, jute, or radish leaves, cooked",55,3.49,6.47,2.73
72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",56,2.12,7.15,2.87
72201100,"Broccoli, raw",34,2.82,6.64,0.37
72201190,"Broccoli, cooked, from restaurant",72,2.8,6.56,4.68
72201211,"Broccoli, fresh, cooked, no added fat",35,2.93,6.9,0.38
72201212,"Broccoli, frozen, cooked, no added fat",28,3.09,5.33,0.12
72201220,"Broccoli, NS as to form, cooked",58,2.85,6.7,3.02
72201221,"Broccoli, fresh, cooked, fat added, NS as to fat type",58,2.85,6.7,3.02
72201222,"Broccoli, frozen, cooked, fat added, NS as to fat type",50,3.01,5.18,2.65
72201223,"Broccoli, fresh, cooked with oil",61,2.84,6.7,3.4
72201224,"Broccoli, fresh, cooked with butter or margarine",54,2.86,6.71,2.63
72201226,"Broccoli, frozen, cooked with oil",53,3,5.18,3.02
72201227,"Broccoli, frozen, cooked with butter or margarine",46,3.02,5.19,2.28
72202010,Broccoli casserole with noodles,109,3.72,16.02,3.79
72202020,Broccoli casserole with rice,106,4.13,15.09,3.5
72202030,Fried broccoli,219,4.25,22.34,12.78
72203000,"Broccoli, chinese, raw",26,1.2,4.67,0.76
72203070,"Broccoli, Chinese, cooked",50,1.22,4.72,3.41
72302000,"Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve",69,2.72,6.28,3.65
72302020,"Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve",44,1.06,3.91,2.69
72302100,"Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve",69,2.72,6.28,3.65
72306000,Watercress broth with shrimp,49,6.25,1.38,1.86
72307000,Spinach soup,30,2.92,2.88,0.98
72308000,"Dark-green leafy vegetable soup with meat, Asian style",78,6.46,5.56,3.32
72308500,"Dark-green leafy vegetable soup, meatless, Asian style",49,1.57,6.56,1.98
73101010,"Carrots, raw",41,0.93,9.58,0.24
73101110,"Carrots, raw, salad",208,1.25,17.19,15.67
73101210,"Carrots, raw, salad with apples",176,0.84,8.16,15.95
73102190,"Carrots, cooked, from restaurant",79,0.93,9.47,4.55
73102211,"Carrots, fresh, cooked, no added fat",43,0.97,9.95,0.25
73102212,"Carrots, frozen, cooked, no added fat",37,0.58,7.71,0.68
73102213,"Carrots, canned, cooked, no added fat",25,0.64,5.54,0.19
73102217,"Carrots, fresh, cooked with oil",68,0.94,9.66,3.27
73102218,"Carrots, fresh, cooked with butter or margarine",61,0.96,9.67,2.5
73102220,"Carrots, NS as to form, cooked",65,0.95,9.67,2.88
73102221,"Carrots, fresh, cooked, fat added, NS as to fat type",65,0.95,9.67,2.88
73102222,"Carrots, frozen, cooked, fat added, NS as to fat type",58,0.57,7.49,3.2
73102223,"Carrots, canned, cooked, fat added, NS as to fat type",47,0.63,5.38,2.73
73102224,"Carrots, frozen, cooked with oil",62,0.56,7.48,3.56
73102225,"Carrots, frozen, cooked with butter or margarine",55,0.58,7.49,2.83
73102227,"Carrots, canned, cooked with oil",50,0.62,5.38,3.1
73102228,"Carrots, canned, cooked with butter or margarine",44,0.64,5.39,2.36
73102241,"Carrots, glazed, cooked",90,0.9,16.68,2.65
73103010,"Carrots, canned, reduced sodium, cooked, no added fat",23,0.59,5.36,0.14
73103020,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",45,0.58,5.21,2.68
73103021,"Carrots, canned, reduced sodium, cooked with oil",48,0.57,5.2,3.05
73103022,"Carrots, canned, reduced sodium, cooked with butter or margarine",42,0.59,5.21,2.31
73105000,Beet juice,25,0.72,5.91,0.06
73105010,"Carrot juice, 100%",40,0.95,9.28,0.15
73111211,"Peas and carrots, fresh, cooked, no added fat",63,3.3,12.48,0.33
73111212,"Peas and carrots, frozen, cooked, no added fat",57,2.86,10.96,0.47
73111213,"Peas and carrots, canned, cooked, no added fat",46,2.56,8.45,0.5
73111220,"Peas and carrots, cooked, NS as to form",85,3.21,12.12,2.96
